suroggate_key,place_id,Metro_area,Subregion_1,Subregion_2,Date,Province,Retail_and_recreation,Grocery_and_pharmacy,Parks,Transit_stations,Workplaces,Residential
663,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-10-24,ON,-33.0,-5.0,49.0,-38.0,-9.0,7.0
664,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-10-25,ON,-34.0,-11.0,30.0,-41.0,-15.0,6.0
665,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-10-26,ON,-39.0,-11.0,0.0,-56.0,-48.0,17.0
666,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-10-27,ON,-41.0,-14.0,-18.0,-56.0,-48.0,18.0
667,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-10-28,ON,-34.0,-6.0,25.0,-54.0,-46.0,17.0
668,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-10-29,ON,-37.0,-7.0,-8.0,-55.0,-46.0,18.0
669,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-10-30,ON,-37.0,-6.0,-10.0,-53.0,-45.0,17.0
670,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-10-31,ON,-31.0,-2.0,47.0,-36.0,-8.0,6.0
671,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-01,ON,-38.0,-12.0,-23.0,-45.0,-17.0,7.0
672,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-02,ON,-39.0,-13.0,-23.0,-57.0,-48.0,18.0
673,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-03,ON,-39.0,-10.0,-8.0,-55.0,-47.0,17.0
674,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-04,ON,-36.0,-11.0,34.0,-54.0,-47.0,18.0
675,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-05,ON,-36.0,-8.0,25.0,-54.0,-45.0,18.0
676,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-06,ON,-35.0,-8.0,46.0,-51.0,-44.0,17.0
677,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-07,ON,-29.0,-6.0,112.0,-33.0,-7.0,6.0
678,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-08,ON,-28.0,-8.0,115.0,-36.0,-11.0,4.0
679,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-09,ON,-36.0,-10.0,45.0,-55.0,-47.0,17.0
680,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-10,ON,-34.0,-7.0,63.0,-53.0,-46.0,16.0
681,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-11,ON,-35.0,-9.0,25.0,-56.0,-48.0,18.0
682,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-12,ON,-37.0,-6.0,11.0,-55.0,-45.0,18.0
683,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-13,ON,-38.0,-8.0,-4.0,-53.0,-45.0,18.0
684,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-14,ON,-33.0,-5.0,43.0,-41.0,-10.0,8.0
685,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-15,ON,-44.0,-22.0,-40.0,-51.0,-19.0,9.0
686,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-16,ON,-40.0,-14.0,-23.0,-59.0,-48.0,18.0
687,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-17,ON,-41.0,-13.0,-22.0,-58.0,-48.0,18.0
688,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-18,ON,-41.0,-15.0,-23.0,-59.0,-48.0,19.0
689,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-19,ON,-37.0,-8.0,3.0,-57.0,-46.0,19.0
690,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-20,ON,-34.0,-5.0,33.0,-54.0,-47.0,18.0
691,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-21,ON,-30.0,-2.0,11.0,-41.0,-8.0,8.0
692,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-22,ON,-42.0,-23.0,-34.0,-49.0,-17.0,9.0
693,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-23,ON,-51.0,-21.0,-28.0,-62.0,-50.0,20.0
694,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-24,ON,-49.0,-18.0,-25.0,-62.0,-50.0,20.0
695,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-25,ON,-49.0,-21.0,-30.0,-62.0,-49.0,21.0
696,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-26,ON,-44.0,-10.0,-9.0,-60.0,-48.0,20.0
697,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-27,ON,-45.0,-14.0,-8.0,-59.0,-47.0,20.0
698,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-28,ON,-43.0,-11.0,34.0,-49.0,-14.0,10.0
699,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-29,ON,-43.0,-15.0,42.0,-50.0,-19.0,8.0
700,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-11-30,ON,-48.0,-24.0,-49.0,-63.0,-50.0,20.0
701,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-01,ON,-51.0,-20.0,-28.0,-61.0,-51.0,21.0
702,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-02,ON,-46.0,-13.0,-16.0,-60.0,-49.0,20.0
703,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-03,ON,-45.0,-10.0,-13.0,-59.0,-48.0,20.0
704,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-04,ON,-49.0,-18.0,-30.0,-60.0,-48.0,21.0
705,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-05,ON,-45.0,-10.0,4.0,-49.0,-15.0,10.0
706,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-06,ON,-47.0,-16.0,9.0,-52.0,-21.0,8.0
707,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-07,ON,-48.0,-17.0,-23.0,-62.0,-49.0,19.0
708,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-08,ON,-47.0,-15.0,-14.0,-61.0,-49.0,19.0
709,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-09,ON,-50.0,-21.0,-29.0,-62.0,-50.0,21.0
710,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-10,ON,-46.0,-10.0,-13.0,-60.0,-48.0,20.0
711,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-11,ON,-45.0,-11.0,4.0,-58.0,-47.0,20.0
712,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-12,ON,-50.0,-18.0,-33.0,-55.0,-18.0,12.0
713,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-13,ON,-46.0,-14.0,2.0,-52.0,-20.0,8.0
714,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-14,ON,-47.0,-14.0,-23.0,-62.0,-50.0,19.0
715,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-15,ON,-46.0,-12.0,-22.0,-61.0,-50.0,19.0
716,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-16,ON,-49.0,-20.0,-42.0,-64.0,-50.0,21.0
717,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-17,ON,-45.0,-8.0,-21.0,-60.0,-49.0,21.0
718,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-18,ON,-45.0,-10.0,-12.0,-59.0,-48.0,20.0
719,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-19,ON,-46.0,-10.0,-6.0,-51.0,-16.0,11.0
720,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-20,ON,-45.0,-14.0,-5.0,-52.0,-20.0,9.0
721,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-21,ON,-39.0,-1.0,-4.0,-62.0,-54.0,19.0
722,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-22,ON,-37.0,7.0,-6.0,-61.0,-55.0,18.0
723,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-23,ON,-32.0,19.0,1.0,-60.0,-55.0,18.0
724,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-24,ON,-40.0,16.0,-30.0,-67.0,-67.0,23.0
725,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-25,ON,-84.0,-74.0,-2.0,-84.0,-86.0,32.0
726,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-26,ON,-68.0,-44.0,-1.0,-67.0,-43.0,15.0
727,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-27,ON,-56.0,-29.0,12.0,-60.0,-27.0,10.0
728,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-28,ON,-52.0,-16.0,-15.0,-75.0,-74.0,27.0
729,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-29,ON,-47.0,-8.0,5.0,-68.0,-64.0,23.0
730,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-30,ON,-47.0,-6.0,-33.0,-69.0,-64.0,25.0
731,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,,Ontario,Toronto,2020-12-31,ON,-41.0,11.0,5.0,-68.0,-67.0,25.0
